"Spalte1";"STARTED";"AA03_01";"AA03_02";"AA03_03";"AA03_04";"AA03_SUM";"AA05";"AA05_01";"AA05_02";"AA05_03";"AA05_04";"AA05_SUM";"AA06";"AA08";"AA08_01";"AA08_02";"AA08_03";"AA08_04";"AA08_SUM";"AE04_01";"AE06_01";"AE08_01";"AE22";"AE22_01";"AE22_02";"AE22_03";"AE22_04";"AE22_SUM";"AE23";"AE23_01";"AE23_02";"AE23_03";"AE23_04";"AE23_SUM";"AE26";"AE26_01";"AE26_02";"AE26_03";"AE26_04";"AE26_SUM";"IV01_01";"IV01_02";"IV01_03";"IV01_04";"IV01_05";"IV01_06";"IV01_07";"IV01_08";"IV01_09";"IV01_10";"IV01_11";"IV01_12";"IV02_01";"IV02_02";"IV02_03";"IV02_04";"IV02_05";"IV02_06";"KF01";"KF02";"KF03";"KF04";"KF05_01";"KF05_02";"KF05_03";"RD01_CP";"RD01";"SD01";"SD02_01";"SD03";"SD03_07";"SD04";"SD04_10";"SD05";"SD06";"SD07";"SD08";"TOTAL_SCORE";"TOTAL_SCORE_HARD";"TOTAL_SCORE_EASY"
"438";"2024-05-07 13:26:11";1;0;0;1;2;"3";0;0;0;1;1;"2";"1";0;0;1;1;2;1;0;0;"3";1;1;0;0;2;"3";0;1;1;1;3;"2";0;0;1;1;2;"5";"6";"5";"";"";"";"";"2";"1";"";"";"2";"0";"";"2";"";"";"2";"7";"0";"eher selten";"eher oft";"trifft eher zu";"trifft vollständig zu";"trifft eher zu";"27";"2";"Weiblich";"21";"Student/in";"";"Abitur";"";"Ich habe Deutsch als erste Fremdsprache gelernt.";NA;NA;NA;13;5;8
"439";"2024-05-07 13:27:08";1;0;0;1;2;"2";1;0;0;1;2;"3";"3";1;0;0;1;2;1;0;0;"2";1;1;1;0;3;"2";1;1;1;1;4;"2";1;1;1;1;4;"0";"4";"3";"";"";"";"";"1";"0";"";"";"0";"0";"";"1";"";"";"0";"7";"1";"nie";"nie";"trifft vollständig zu";"trifft vollständig zu";"trifft teilweise zu";"28";"1";"Weiblich";"21";"Student/in";"";"Abitur";"";"Deutsch ist meine Muttersprache.";NA;NA;NA;18;6;12
"440";"2024-05-08 16:11:38";0;1;0;1;2;"2";0;1;0;1;2;"2";"1";1;0;1;0;2;0;0;0;"3";0;1;1;0;2;"2";1;1;1;1;4;"2";1;1;1;1;4;"2";"3";"4";"";"";"";"";"2";"0";"";"";"0";"2";"";"1";"";"";"2";"7";"0";"nie";"eher oft";"trifft vollständig zu";"trifft vollständig zu";"trifft vollständig zu";"28";"3";"Weiblich";"21";"Student/in";"";"Abitur";"";"Deutsch ist meine Muttersprache.";NA;NA;NA;16;6;10
"441";"2024-05-08 16:21:26";1;0;0;1;2;"2";1;0;0;1;2;"2";"3";1;0;0;1;2;1;1;1;"1";1;1;1;1;4;"2";1;1;1;1;4;"2";1;1;1;1;4;"2";"0";"0";"";"";"";"";"0";"0";"";"";"0";"0";"";"1";"";"";"0";"7";"0";"nie";"oft";"trifft vollständig zu";"trifft vollständig zu";"trifft vollständig zu";"28";"2";"Männlich";"20";"Student/in";"";"Abitur";"";"Deutsch ist meine Muttersprache.";NA;NA;NA;21;6;15
"445";"2024-05-09 19:36:48";1;0;0;0;1;"1";1;0;0;0;1;"2";"1";0;0;0;1;1;0;0;0;"2";0;0;0;1;1;"2";1;1;0;0;2;"2";0;0;1;1;2;"9";"7";"10";"";"";"";"";"3";"2";"";"";"2";"1";"";"2";"";"";"2";"7";"3";"nie";"manchmal";"trifft eher nicht zu";"trifft eher nicht zu";"trifft eher zu";"29";"1";"Weiblich";"15";"Schüler/in";"";"Kein Schulabschluss";"";"Ich habe Deutsch als erste Fremdsprache gelernt.";NA;NA;NA;8;3;5
"446";"2024-05-10 09:37:02";0;1;0;1;2;"2";0;1;1;0;2;"1";"1";0;0;0;1;1;0;0;0;"3";0;1;0;1;2;"4";0;1;0;1;2;"2";0;0;1;1;2;"7";"6";"7";"";"";"";"";"2";"2";"";"";"2";"2";"";"3";"";"";"2";"7";"0";"Ich arbeite zur Zeit nicht.";"manchmal";"trifft teilweise zu";"trifft vollständig zu";"trifft eher zu";"29";"3";"Weiblich";"15";"Schüler/in";"";"Kein Schulabschluss";"";"Deutsch ist meine Muttersprache.";NA;NA;NA;11;5;6
"448";"2024-05-10 09:44:01";1;0;0;0;1;"1";0;1;0;0;1;"2";"2";0;1;0;1;2;0;0;0;"2";1;1;1;0;3;"2";1;1;1;1;4;"2";0;0;1;1;2;"5";"7";"8";"";"";"";"";"1";"0";"";"";"2";"1";"";"2";"";"";"3";"0";"7";"Ich arbeite zur Zeit nicht.";"eher selten";"trifft eher zu";"trifft vollständig zu";"trifft eher zu";"29";"2";"Weiblich";"15";"Schüler/in";"";"Kein Schulabschluss";"";"Ich habe Deutsch als erste Fremdsprache gelernt.";NA;NA;NA;13;4;9
"456";"2024-05-10 20:27:35";1;0;0;1;2;"2";0;1;0;1;2;"2";"2";1;0;0;1;2;0;1;0;"1";1;1;1;1;4;"2";1;1;1;1;4;"2";1;1;1;1;4;"0";"0";"2";"";"";"";"";"0";"0";"";"";"0";"0";"";"1";"";"";"1";"1";"7";"nicht beantwortet";"eher oft";"trifft vollständig zu";"trifft vollständig zu";"trifft vollständig zu";"30";"2";"Männlich";"16";"Schüler/in";"";"Mittlere Reife";"";"Deutsch ist meine Muttersprache.";NA;NA;NA;19;6;13
"457";"2024-05-10 20:27:47";1;0;0;1;2;"1";1;1;0;1;3;"2";"2";1;0;1;1;3;1;1;0;"1";1;1;1;1;4;"2";1;1;1;1;4;"2";0;0;1;1;2;"3";"0";"3";"";"";"";"";"0";"0";"";"";"2";"0";"";"0";"";"";"1";"7";"0";"Ich arbeite zur Zeit nicht.";"eher oft";"trifft vollständig zu";"trifft vollständig zu";"trifft vollständig zu";"31";"1";"Männlich";"17";"Schüler/in";"";"Mittlere Reife";"";"Deutsch ist meine Muttersprache.";NA;NA;NA;20;8;12
"459";"2024-05-10 20:59:29";1;1;1;0;3;"1";0;1;0;0;1;"2";"1";0;0;0;0;0;0;0;0;"2";1;1;0;1;3;"3";0;1;1;1;3;"1";1;0;1;1;3;"8";"7";"8";"";"";"";"";"1";"1";"";"";"1";"3";"";"2";"";"";"2";"7";"0";"selten";"manchmal";"trifft eher zu";"trifft vollständig zu";"trifft vollständig zu";"31";"3";"Weiblich";"21";"Student/in";"";"Abitur";"";"Ich habe Deutsch als erste Fremdsprache gelernt.";NA;NA;NA;13;4;9
"460";"2024-05-10 20:59:43";1;0;0;0;1;"1";1;0;0;0;1;"1";"1";0;0;0;0;0;0;0;0;"3";1;1;0;0;2;"2";1;1;1;1;4;"1";1;0;1;1;3;"3";"4";"2";"";"";"";"";"2";"0";"";"";"1";"1";"";"2";"";"";"2";"7";"0";"manchmal";"manchmal";"trifft vollständig zu";"trifft vollständig zu";"trifft gar nicht zu";"31";"2";"Weiblich";"22";"Student/in";"";"Abitur";"";"Ich habe Deutsch als erste Fremdsprache gelernt.";NA;NA;NA;11;2;9
"461";"2024-05-10 21:02:57";1;0;0;1;2;"2";1;0;0;1;2;"2";"3";1;0;0;1;2;1;1;1;"1";1;1;1;1;4;"2";1;1;1;1;4;"2";1;1;1;1;4;"1";"0";"0";"";"";"";"";"0";"0";"";"";"0";"0";"";"1";"";"";"0";"7";"0";"Ich arbeite zur Zeit nicht.";"immer";"trifft vollständig zu";"trifft vollständig zu";"trifft vollständig zu";"32";"1";"Männlich";"16";"Schüler/in";"";"Mittlere Reife";"";"Deutsch ist meine Muttersprache.";NA;NA;NA;21;6;15
"462";"2024-05-10 21:03:19";0;1;0;0;1;"1";0;1;0;0;1;"4";"2";1;0;0;1;2;0;0;0;"2";0;1;1;1;3;"3";0;1;1;1;3;"3";0;1;1;1;3;"2";"3";"4";"";"";"";"";"1";"1";"";"";"1";"3";"";"2";"";"";"1";"7";"0";"Ich arbeite zur Zeit nicht.";"oft";"trifft vollständig zu";"trifft vollständig zu";"trifft vollständig zu";"32";"3";"Männlich";"16";"Schüler/in";"";"Mittlere Reife";"";"Deutsch ist meine Muttersprache.";NA;NA;NA;13;4;9
"463";"2024-05-10 21:09:22";1;0;0;0;1;"2";1;0;0;1;2;"2";"3";1;0;0;1;2;1;0;0;"1";1;1;1;1;4;"3";0;1;1;1;3;"2";1;0;1;0;2;"7";"5";"9";"";"";"";"";"0";"1";"";"";"2";"1";"";"1";"";"";"0";"7";"4";"manchmal";"eher oft";"trifft teilweise zu";"trifft vollständig zu";"trifft teilweise zu";"32";"2";"Weiblich";"22";"Student/in";"";"Fachabitur";"";"Deutsch ist meine Muttersprache.";NA;NA;NA;15;5;10
"464";"2024-05-10 21:09:24";1;1;1;0;3;"1";0;1;0;0;1;"2";"1";1;0;1;0;2;0;0;0;"3";0;1;0;1;2;"1";1;1;1;0;3;"1";0;0;0;1;1;"6";"9";"8";"";"";"";"";"2";"1";"";"";"3";"3";"";"2";"";"";"2";"7";"2";"eher selten";"selten";"trifft teilweise zu";"trifft teilweise zu";"trifft teilweise zu";"33";"3";"Weiblich";"22";"Student/in";"";"Fachabitur";"";"Deutsch ist meine Muttersprache.";NA;NA;NA;12;6;6
"467";"2024-05-10 22:20:49";0;0;0;1;1;"1";0;1;0;0;1;"2";"2";0;1;1;0;2;1;0;0;"2";1;1;1;0;3;"2";1;1;0;0;2;"2";0;0;1;1;2;"6";"4";"6";"";"";"";"";"1";"2";"";"";"2";"1";"";"2";"";"";"3";"7";"3";"Ich arbeite zur Zeit nicht.";"selten";"trifft teilweise zu";"trifft eher zu";"trifft vollständig zu";"33";"1";"Weiblich";"27";"Student/in";"";"Abitur";"";"Ich habe Deutsch als erste Fremdsprache gelernt.";NA;NA;NA;12;4;8
"468";"2024-05-11 00:25:47";1;0;0;0;1;"1";1;1;0;1;3;"2";"3";1;0;0;1;2;1;1;1;"1";1;1;1;1;4;"2";1;1;1;1;4;"2";1;1;1;1;4;"4";"0";"0";"";"";"";"";"0";"0";"";"";"0";"1";"";"0";"";"";"0";"7";"0";"Ich arbeite zur Zeit nicht.";"eher oft";"trifft vollständig zu";"trifft vollständig zu";"trifft vollständig zu";"33";"2";"Männlich";"15";"Schüler/in";"";"Kein Schulabschluss";"";"Deutsch ist meine Muttersprache.";NA;NA;NA;21;6;15
"470";"2024-05-11 12:30:05";1;0;0;1;2;"2";0;1;0;1;2;"4";"2";1;0;0;1;2;0;0;1;"1";1;1;1;1;4;"2";1;1;1;1;4;"2";0;0;1;1;2;"0";"3";"0";"";"";"";"";"0";"0";"";"";"2";"0";"";"1";"";"";"1";"7";"0";"nie";"eher oft";"trifft vollständig zu";"trifft eher zu";"trifft eher zu";"34";"1";"Männlich";"15";"Schüler/in";"";"Kein Schulabschluss";"";"Deutsch ist meine Muttersprache.";NA;NA;NA;17;6;11
"471";"2024-05-11 12:30:13";0;1;0;0;1;"2";0;1;0;1;2;"2";"2";0;1;0;0;1;0;0;0;"3";1;1;0;0;2;"3";0;1;1;1;3;"2";0;0;1;1;2;"3";"5";"7";"";"";"";"";"2";"1";"";"";"2";"3";"";"1";"";"";"3";"7";"0";"Ich arbeite zur Zeit nicht.";"nie";"trifft eher zu";"trifft vollständig zu";"trifft teilweise zu";"35";"2";"Weiblich";"21";"Student/in";"";"Abitur";"";"Ich habe Deutsch als erste Fremdsprache gelernt.";NA;NA;NA;11;4;7
"472";"2024-05-11 12:30:17";0;1;0;0;1;"1";0;1;0;0;1;"2";"2";1;1;1;0;3;0;0;0;"3";0;1;1;0;2;"2";0;0;1;1;2;"3";0;0;1;0;1;"4";"4";"4";"";"";"";"";"2";"2";"";"";"3";"3";"";"2";"";"";"3";"7";"1";"Ich arbeite zur Zeit nicht.";"eher selten";"trifft eher zu";"trifft eher zu";"trifft eher zu";"34";"3";"Weiblich";"15";"Schüler/in";"";"Kein Schulabschluss";"";"Deutsch ist meine Muttersprache.";NA;NA;NA;10;5;5
"473";"2024-05-11 12:30:47";0;1;0;0;1;"2";0;0;0;0;0;"2";"2";1;0;1;1;3;1;1;1;"2";1;1;1;0;3;"2";1;1;1;1;4;"1";1;0;1;1;3;"3";"0";"0";"";"";"";"";"1";"0";"";"";"1";"3";"";"3";"";"";"1";"7";"2";"nie";"nie";"trifft vollständig zu";"trifft vollständig zu";"trifft eher nicht zu";"34";"2";"Weiblich";"22";"Auszubildende/r";"";"Fachabitur";"";"Ich habe Deutsch als erste Fremdsprache gelernt.";NA;NA;NA;17;4;13
"477";"2024-05-11 12:50:38";0;1;0;1;2;"1";1;1;0;1;3;"3";"2";1;0;0;1;2;0;1;1;"1";1;1;1;1;4;"3";0;1;1;1;3;"2";1;1;1;1;4;"0";"0";"0";"";"";"";"";"0";"1";"";"";"0";"2";"";"0";"";"";"1";"7";"0";"nie";"manchmal";"trifft vollständig zu";"trifft vollständig zu";"trifft vollständig zu";"36";"2";"Weiblich";"19";"Schüler/in";"";"Kein Schulabschluss";"";"Deutsch ist meine Muttersprache.";NA;NA;NA;20;7;13
"481";"2024-05-11 18:40:04";1;0;0;1;2;"2";1;0;0;1;2;"2";"3";1;0;0;1;2;1;1;1;"2";1;1;1;0;3;"2";0;0;1;1;2;"2";1;1;1;1;4;"3";"0";"0";"";"";"";"";"1";"2";"";"";"0";"0";"";"1";"";"";"0";"7";"0";"nie";"nie";"trifft vollständig zu";"trifft vollständig zu";"trifft gar nicht zu";"36";"1";"Männlich";"23";"Student/in";"";"Abitur";"";"Ich habe Deutsch als erste Fremdsprache gelernt.";NA;NA;NA;18;6;12
"482";"2024-05-11 18:40:08";1;0;0;1;2;"1";0;1;0;0;1;"1";"2";1;1;1;0;3;0;0;0;"2";1;1;0;1;3;"3";0;1;1;1;3;"3";1;1;1;0;3;"6";"6";"8";"";"";"";"";"1";"1";"";"";"1";"0";"";"2";"";"";"3";"7";"1";"nie";"nie";"trifft vollständig zu";"trifft vollständig zu";"trifft gar nicht zu";"36";"3";"Männlich";"23";"Student/in";"";"Abitur";"";"Ich habe Deutsch als erste Fremdsprache gelernt.";NA;NA;NA;15;6;9
"483";"2024-05-11 18:50:32";0;1;0;1;2;"1";0;1;0;0;1;"4";"3";0;1;0;1;2;1;0;0;"3";1;1;0;0;2;"2";1;1;1;1;4;"3";1;1;1;0;3;"8";"7";"8";"";"";"";"";"2";"0";"";"";"1";"2";"";"2";"";"";"2";"7";"2";"Ich arbeite zur Zeit nicht.";"nie";"trifft eher zu";"trifft eher zu";"trifft eher zu";"37";"3";"Männlich";"21";"Student/in";"";"Abitur";"";"Ich habe Deutsch als erste Fremdsprache gelernt.";NA;NA;NA;15;5;10
"484";"2024-05-11 18:51:37";1;0;0;1;2;"2";1;0;0;1;2;"2";"3";1;0;0;1;2;1;0;1;"2";1;1;1;0;3;"2";1;1;1;1;4;"2";1;1;1;1;4;"0";"2";"0";"";"";"";"";"1";"0";"";"";"0";"0";"";"1";"";"";"0";"7";"0";"nie";"nie";"trifft vollständig zu";"trifft vollständig zu";"trifft gar nicht zu";"37";"1";"Männlich";"22";"Student/in";"";"Abitur";"";"Ich habe Deutsch als erste Fremdsprache gelernt.";NA;NA;NA;19;6;13
"485";"2024-05-11 19:14:30";1;0;0;1;2;"1";1;1;0;1;3;"2";"2";1;0;1;1;3;1;1;0;"2";0;1;1;1;3;"3";0;1;1;1;3;"2";1;1;1;1;4;"0";"0";"1";"";"";"";"";"1";"1";"";"";"0";"0";"";"0";"";"";"1";"7";"0";"nie";"eher oft";"trifft eher zu";"trifft vollständig zu";"trifft vollständig zu";"37";"2";"Weiblich";"19";"Student/in";"";"Abitur";"";"Deutsch ist meine Muttersprache.";NA;NA;NA;20;8;12
"486";"2024-05-11 20:31:15";1;0;0;1;2;"2";1;0;0;1;2;"2";"3";1;0;0;1;2;1;1;1;"1";1;1;1;1;4;"2";1;1;1;1;4;"2";1;1;1;1;4;"3";"0";"0";"";"";"";"";"0";"0";"";"";"0";"0";"";"1";"";"";"0";"2";"2";"Ich arbeite zur Zeit nicht.";"selten";"trifft vollständig zu";"trifft vollständig zu";"trifft eher zu";"38";"2";"Weiblich";"17";"Schüler/in";"";"Kein Schulabschluss";"";"Deutsch ist meine Muttersprache.";NA;NA;NA;21;6;15
"487";"2024-05-11 23:52:18";0;1;0;0;1;"1";0;1;0;0;1;"1";"1";0;1;1;0;2;0;0;0;"2";1;1;0;1;3;"3";0;1;1;1;3;"3";1;1;1;0;3;"4";"6";"7";"";"";"";"";"1";"1";"";"";"1";"3";"";"2";"";"";"4";"7";"4";"nie";"nie";"trifft teilweise zu";"trifft teilweise zu";"trifft teilweise zu";"38";"3";"Weiblich";"23";"Student/in";"";"Abitur";"";"Ich habe Deutsch als erste Fremdsprache gelernt.";NA;NA;NA;13;4;9
"488";"2024-05-11 23:52:40";1;0;0;1;2;"2";1;0;0;1;2;"2";"3";1;0;0;1;2;1;1;1;"2";1;1;1;0;3;"2";1;1;1;1;4;"2";1;1;1;1;4;"0";"0";"0";"";"";"";"";"1";"0";"";"";"0";"0";"";"1";"";"";"0";"4";"4";"nie";"nie";"trifft vollständig zu";"trifft vollständig zu";"trifft gar nicht zu";"38";"1";"Weiblich";"23";"Auszubildende/r";"";"Abitur";"";"Ich habe Deutsch als erste Fremdsprache gelernt.";NA;NA;NA;20;6;14
"489";"2024-05-12 10:44:51";1;0;0;1;2;"2";1;0;0;1;2;"2";"3";1;0;0;1;2;1;1;1;"2";1;1;1;0;3;"2";1;1;1;1;4;"2";1;1;1;1;4;"0";"0";"0";"";"";"";"";"1";"0";"";"";"0";"0";"";"1";"";"";"0";"7";"1";"nie";"nie";"trifft vollständig zu";"trifft vollständig zu";"trifft gar nicht zu";"39";"1";"Weiblich";"23";"Student/in";"";"Abitur";"";"Ich habe Deutsch als erste Fremdsprache gelernt.";NA;NA;NA;20;6;14
"491";"2024-05-12 10:44:56";0;1;0;1;2;"2";0;0;0;0;0;"2";"1";0;0;0;1;1;0;1;1;"2";1;1;1;0;3;"2";1;1;1;1;4;"2";1;0;1;0;2;"0";"0";"0";"";"";"";"";"1";"0";"";"";"2";"2";"";"3";"";"";"2";"4";"2";"nie";"nie";"trifft eher zu";"trifft eher zu";"trifft teilweise zu";"40";"3";"Weiblich";"22";"Student/in";"";"Abitur";"";"Ich habe Deutsch als erste Fremdsprache gelernt.";NA;NA;NA;14;3;11
"493";"2024-05-12 10:45:04";1;0;0;1;2;"3";1;0;1;1;3;"2";"3";1;0;0;0;1;1;1;1;"2";1;1;1;0;3;"2";1;1;1;1;4;"2";1;1;1;1;4;"0";"0";"0";"";"";"";"";"1";"0";"";"";"0";"0";"";"2";"";"";"0";"7";"0";"nie";"nie";"trifft eher zu";"trifft eher zu";"trifft eher zu";"40";"1";"Weiblich";"23";"Student/in";"";"Abitur";"";"Ich habe Deutsch als erste Fremdsprache gelernt.";NA;NA;NA;20;6;14
"494";"2024-05-12 10:45:07";0;1;0;0;1;"1";0;1;0;0;1;"2";"1";0;1;1;0;2;0;0;0;"3";1;1;0;0;2;"3";0;1;1;1;3;"4";0;1;1;0;2;"5";"8";"7";"";"";"";"";"2";"1";"";"";"2";"3";"";"2";"";"";"4";"7";"4";"nie";"eher oft";"trifft vollständig zu";"trifft eher zu";"trifft eher nicht zu";"39";"3";"Weiblich";"22";"Student/in";"";"Abitur";"";"Ich habe Deutsch als erste Fremdsprache gelernt.";NA;NA;NA;11;4;7
"497";"2024-05-12 16:30:37";1;0;0;0;1;"3";0;0;0;1;1;"2";"2";0;0;0;1;1;1;1;0;"2";1;1;1;0;3;"2";1;1;1;1;4;"1";1;0;1;1;3;"1";"0";"3";"";"";"";"";"1";"0";"";"";"1";"1";"";"2";"";"";"1";"7";"4";"nie";"nie";"trifft eher zu";"trifft eher zu";"trifft eher zu";"41";"2";"Weiblich";"23";"Student/in";"";"Abitur";"";"Ich habe Deutsch als erste Fremdsprache gelernt.";NA;NA;NA;15;3;12
"498";"2024-05-12 16:31:44";0;1;0;0;1;"2";1;0;1;0;2;"1";"2";1;0;0;0;1;0;0;0;"2";0;1;1;1;3;"2";0;0;1;1;2;"2";0;0;0;0;0;"7";"6";"7";"";"";"";"";"1";"2";"";"";"4";"3";"";"3";"";"";"1";"6";"6";"nie";"nie";"trifft teilweise zu";"trifft teilweise zu";"trifft teilweise zu";"42";"3";"Weiblich";"24";"Auszubildende/r";"";"Fachabitur";"";"Deutsch ist meine Muttersprache.";NA;NA;NA;9;4;5
"501";"2024-05-12 16:44:19";0;1;0;0;1;"1";0;1;0;0;1;"1";"2";0;0;0;0;0;1;0;0;"2";1;1;1;0;3;"2";1;1;1;1;4;"2";1;1;1;1;4;"3";"2";"2";"";"";"";"";"1";"0";"";"";"0";"3";"";"2";"";"";"1";"3";"3";"nie";"nie";"trifft teilweise zu";"trifft teilweise zu";"trifft teilweise zu";"43";"2";"Männlich";"25";"Student/in";"";"Abitur";"";"Ich habe Deutsch als erste Fremdsprache gelernt.";NA;NA;NA;14;2;12
"502";"2024-05-12 16:44:24";1;0;0;1;2;"3";1;0;1;1;3;"2";"3";1;0;0;1;2;1;0;1;"2";1;1;1;0;3;"2";1;1;1;1;4;"2";1;1;1;1;4;"3";"2";"9";"";"";"";"";"1";"0";"";"";"0";"0";"";"2";"";"";"0";"5";"5";"nie";"nie";"trifft vollständig zu";"trifft vollständig zu";"trifft vollständig zu";"42";"1";"Männlich";"25";"Student/in";"";"Abitur";"";"Ich habe Deutsch als erste Fremdsprache gelernt.";NA;NA;NA;20;7;13
"503";"2024-05-12 16:52:28";0;1;0;0;1;"2";0;0;0;0;0;"2";"2";1;1;1;0;3;0;0;0;"1";1;1;1;1;4;"3";0;1;1;1;3;"3";0;1;1;1;3;"7";"4";"3";"";"";"";"";"0";"1";"";"";"1";"3";"";"3";"";"";"3";"1";"6";"selten";"eher selten";"trifft eher zu";"trifft vollständig zu";"trifft eher zu";"43";"3";"Männlich";"22";"Student/in";"";"Abitur";"";"Deutsch ist meine Muttersprache.";NA;NA;NA;14;4;10
"504";"2024-05-12 16:52:44";1;0;0;1;2;"1";1;1;0;1;3;"2";"2";1;0;0;1;2;0;0;1;"1";1;1;1;1;4;"2";1;1;1;1;4;"2";1;1;1;1;4;"3";"1";"0";"";"";"";"";"0";"0";"";"";"0";"0";"";"0";"";"";"1";"7";"0";"eher selten";"immer";"trifft vollständig zu";"trifft vollständig zu";"trifft eher zu";"43";"1";"Weiblich";"21";"Student/in";"";"Abitur";"";"Deutsch ist meine Muttersprache.";NA;NA;NA;20;7;13
"512";"2024-05-12 19:26:52";1;1;1;0;3;"3";0;0;1;0;1;"4";"3";1;1;0;1;3;0;0;1;"2";1;1;0;1;3;"3";1;1;0;1;3;"2";0;1;0;1;2;"0";"2";"0";"";"";"";"";"1";"1";"";"";"2";"3";"";"4";"";"";"2";"1";"0";"manchmal";"nie";"trifft vollständig zu";"trifft vollständig zu";"trifft vollständig zu";"44";"1";"Weiblich";"23";"Student/in";"";"Abitur";"";"Ich habe Deutsch als erste Fremdsprache gelernt.";NA;NA;NA;16;7;9
"515";"2024-05-13 20:12:41";1;1;1;0;3;"1";0;1;0;0;1;"1";"2";0;1;0;0;1;0;0;0;"1";1;0;0;1;2;"1";1;0;1;1;3;"2";0;0;1;1;2;"6";"9";"8";"";"";"";"";"2";"1";"";"";"2";"3";"";"2";"";"";"3";"4";"3";"Ich arbeite zur Zeit nicht.";"manchmal";"trifft vollständig zu";"trifft vollständig zu";"trifft teilweise zu";"44";"3";"Weiblich";"21";"Student/in";"";"Abitur";"";"Deutsch ist meine Muttersprache.";NA;NA;NA;12;5;7
"516";"2024-05-13 20:12:45";0;1;0;0;1;"2";0;1;0;1;2;"3";"3";1;0;0;1;2;1;0;1;"2";1;1;1;0;3;"1";1;0;1;1;3;"2";1;1;1;1;4;"3";"1";"0";"";"";"";"";"1";"1";"";"";"0";"3";"";"1";"";"";"0";"5";"2";"manchmal";"manchmal";"trifft eher zu";"trifft eher zu";"trifft eher zu";"45";"2";"Weiblich";"26";"Student/in";"";"Abgeschlossene Ausbildung";"";"Ich habe Deutsch als erste Fremdsprache gelernt.";NA;NA;NA;17;5;12
"532";"2024-05-15 01:01:58";0;1;0;0;1;"1";1;1;1;0;3;"2";"3";1;1;0;0;2;0;0;1;"2";1;1;0;1;3;"2";0;1;1;0;2;"2";0;0;0;0;0;"3";"2";"0";"";"";"";"";"1";"2";"";"";"4";"3";"";"2";"";"";"2";"7";"1";"Ich arbeite zur Zeit nicht.";"oft";"trifft eher zu";"trifft vollständig zu";"trifft vollständig zu";"47";"1";"Weiblich";"20";"Student/in";"";"Abitur";"";"Deutsch ist meine Muttersprache.";NA;NA;NA;12;6;6
"538";"2024-05-16 16:09:50";1;0;0;1;2;"2";0;0;0;0;0;"3";"2";1;0;1;1;3;1;0;0;"1";1;1;1;1;4;"2";1;1;1;1;4;"2";1;1;0;0;2;"4";"6";"2";"";"";"";"";"0";"0";"";"";"2";"0";"";"3";"";"";"1";"6";"6";"selten";"nie";"trifft vollständig zu";"trifft vollständig zu";"trifft eher zu";"47";"3";"Divers";"21";"Student/in";"";"Abitur";"";"Deutsch ist meine Muttersprache.";NA;NA;NA;16;5;11
"543";"2024-05-16 16:30:49";0;1;1;0;2;"2";0;0;0;0;0;"2";"2";0;1;0;0;1;0;0;1;"2";0;0;0;1;1;"2";0;0;1;1;2;"2";1;1;1;1;4;"5";"4";"0";"";"";"";"";"3";"2";"";"";"0";"4";"";"3";"";"";"3";"7";"2";"immer";"oft";"trifft teilweise zu";"trifft vollständig zu";"trifft vollständig zu";"48";"3";"Weiblich";"20";"Schüler/in";"";"Abitur";"";"Ich spreche Deutsch als zweite Fremdsprache.";NA;NA;NA;11;3;8
"545";"2024-05-16 17:11:43";0;1;0;1;2;"1";0;1;0;0;1;"3";"2";1;1;1;0;3;0;0;1;"2";1;1;0;1;3;"3";0;1;1;1;3;"2";1;1;1;1;4;"4";"1";"0";"";"";"";"";"1";"1";"";"";"0";"2";"";"2";"";"";"3";"2";"0";"selten";"oft";"trifft teilweise zu";"trifft vollständig zu";"trifft teilweise zu";"48";"2";"Weiblich";"27";"Sonstiges:";"Werkstudentin";"Hochschulabschluss";"";"Ich spreche Deutsch als zweite Fremdsprache.";NA;NA;NA;17;6;11
"553";"2024-05-16 20:27:57";1;1;1;0;3;"1";0;1;0;0;1;"2";"1";0;0;0;1;1;0;0;0;"2";1;1;1;0;3;"1";0;0;1;0;1;"2";0;0;0;0;0;"6";"5";"5";"";"";"";"";"1";"3";"";"";"4";"3";"";"2";"";"";"2";"4";"1";"Ich arbeite zur Zeit nicht.";"selten";"trifft eher zu";"trifft vollständig zu";"trifft vollständig zu";"49";"3";"Weiblich";"23";"Student/in";"";"Fachabitur";"";"Ich spreche Deutsch als zweite Fremdsprache.";NA;NA;NA;9;5;4
"563";"2024-05-16 23:34:35";1;0;0;1;2;"2";0;1;1;0;2;"2";"3";1;1;1;1;4;1;0;0;"2";1;1;0;1;3;"3";1;1;0;1;3;"3";1;1;1;0;3;"6";"4";"3";"";"";"";"";"1";"1";"";"";"1";"0";"";"3";"";"";"2";"1";"4";"selten";"selten";"trifft vollständig zu";"trifft gar nicht zu";"trifft teilweise zu";"50";"1";"Weiblich";"20";"Student/in";"";"Abitur";"";"Deutsch ist meine Muttersprache.";NA;NA;NA;18;8;10
